ID	name	species	sex	cc	cp	maT	apodeme	sp.number	sex.number	csize	sqapodeme	center.cc	center.csize	pc1	pc2
244	MG4	longirostri	male	25.69	19.61	0.876767677	6.32	2	2	578.895804908946	2.51396101799531	3.68854166666667	134.402229677315	0.0334370502635859	-0.0261825580904407
245	MG40	longirostri	male	19.25	12.559	0.859352203	1.86	2	2	267.634737919382	1.36381816969859	-2.75145833333333	-176.858837312249	0.023753132845768	0.00396394832276492
246	MG41	longirostri	male	18.35	12.88	0.951861944	1.66	2	2	289.145597356398	1.28840987267251	-3.65145833333333	-155.347977875233	0.0173461860728397	-0.0120984011495095
247	MG43	longirostri	male	20.6	15.409	0.936046512	3.31	2	2	352.567223460752	1.81934053986603	-1.40145833333333	-91.9263517708797	0.00420051883953905	-0.0118096369051236
248	MG5	longirostri	male	26.31	20.12	0.823770492	6.7	2	2	585.609888216098	2.58843582110896	4.30854166666667	141.116312984467	0.0469368465782139	-0.0398647386219339
249	MG6	longirostri	male	29.55	22.7	0.908921933	8.76	2	2	686.401357464721	2.95972971738975	7.54854166666667	241.90778223309	0.0350758709939222	-0.0353330840329612
250	MG8	longirostri	male	26.46	21.96	0.911417323	9.79	2	2	673.323102232502	3.1288975694324	4.45854166666667	228.82952700087	0.0458236669569991	-0.0311681508618857
251	MG9	longirostri	male	27.44	20.75	0.861742424	8.01	2	2	665.203286044729	2.83019433961698	5.43854166666667	220.709710813098	0.0561464992797989	-0.021125425398117
252	MM1	longirostri	male	21.06	15.35	0.849604222	3.01	2	2	439.488606557801	1.73493515728975	-0.941458333333333	-5.00496867383021	0.0127283386349798	-0.0182250738568471
253	MM7	longirostri	male	19.73	12.03	0.727574751	1.87	2	2	339.442276128843	1.36747943311773	-2.27145833333333	-105.051299102789	0.000733018835716252	-0.0296287062799013
254	MM8	longirostri	male	21.46	15.95	0.793281654	3.87	2	2	453.752459076143	1.9672315572906	-0.541458333333331	9.25888384451196	0.0189647064562181	-0.0181365516190902
255	MM9	longirostri	male	19.48	11.93	0.720394737	1.72	2	2	338.090485625651	1.3114877048604	-2.52145833333333	-106.403089605981	-0.0144215064675361	-0.0236370237006772
256	MP1	longirostri	male	17.37	9.95	0.857740586	1.17	2	2	272.999245851145	1.0816653826392	-4.63145833333333	-171.494329380486	-0.0127210768815149	-0.0125336255266608
257	MP12	longirostri	male	16.22	9.82	0.844827586	1.03	2	2	260.667694697336	1.01488915650922	-5.78145833333333	-183.825880534295	-0.0116890421014031	-0.0147241498274998
258	MP15	longirostri	male	18.85	11.83	0.709923664	1.51	2	2	323.207818775547	1.22882057274445	-3.15145833333333	-121.285756456084	-0.0250309854303003	0.00741450377958122
259	MP17	longirostri	male	16.99	10.06	0.708171206	1.07	2	2	280.135891393907	1.03440804327886	-5.01145833333333	-164.357683837724	-0.038211325572443	-0.0192332369179011
260	MP3	longirostri	male	18.48	12.41	0.757575758	1.62	2	2	321.39566965127	1.27279220613579	-3.52145833333333	-123.097905580361	0.00232561031794189	-0.0338878150484118
261	MP4	longirostri	male	16.87	9.61	0.704724409	0.95	2	2	258.242703900124	0.974679434480896	-5.13145833333333	-186.250871331507	-0.0456758964184095	-0.00726420623570366
262	MP5	longirostri	male	18.9	10.92	0.741610738	1.3	2	2	304.58979164849	1.14017542509914	-3.10145833333333	-139.903783583141	-0.0179812429655773	-0.00940714407001248
